70BCSV 	
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 
30
"CTRWL",1549.500000
"SPAN",   8.000000
"START WL",1545.500000
"STOP WL",1553.500000
"WLFREQ", 0
"REFL",-10.0
"LSCL",10.0
"RESLN",0.020
"AVG",   1
"SMPLAUTO",      1
"SMPL",       2001
"SMPLINTVL",0.0040
"MID"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",0
"SWPSPD",1
"NEBWCAL0",    0
"NEBWCAL1",    0
"NEBWCALWL",   0
"RESPARM", 9838
"FREQPARM", 9838




"[TRACE DATA]"
1545.5000, -71.723
1545.5040, -72.308
1545.5080, -71.496
1545.5120, -71.934
1545.5160, -72.042
1545.5200, -72.048
1545.5240, -72.336
1545.5280, -72.544
1545.5320, -72.944
1545.5360, -72.733
1545.5400, -71.481
1545.5440, -71.374
1545.5480, -70.792
1545.5520, -72.142
1545.5560, -71.180
1545.5600, -71.993
1545.5640, -73.482
1545.5680, -72.120
1545.5720, -71.190
1545.5760, -71.969
1545.5800, -70.354
1545.5840, -72.719
1545.5880, -72.216
1545.5920, -72.182
1545.5960, -71.619
1545.6000, -72.368
1545.6040, -71.129
1545.6080, -71.554
1545.6120, -70.789
1545.6160, -72.628
1545.6200, -71.206
1545.6240, -72.143
1545.6280, -71.999
1545.6320, -71.426
1545.6360, -71.559
1545.6400, -71.714
1545.6440, -71.943
1545.6480, -72.435
1545.6520, -71.754
1545.6560, -71.962
1545.6600, -71.478
1545.6640, -71.555
1545.6680, -71.137
1545.6720, -72.111
1545.6760, -71.740
1545.6800, -72.368
1545.6840, -71.119
1545.6880, -72.608
1545.6920, -72.580
1545.6960, -73.350
1545.7000, -71.713
1545.7040, -71.848
1545.7080, -72.111
1545.7120, -72.043
1545.7160, -71.962
1545.7200, -72.372
1545.7240, -70.959
1545.7280, -71.113
1545.7320, -70.739
1545.7360, -72.627
1545.7400, -72.147
1545.7440, -71.536
1545.7480, -72.296
1545.7520, -71.436
1545.7560, -71.442
1545.7600, -72.500
1545.7640, -72.927
1545.7680, -71.619
1545.7720, -71.687
1545.7760, -71.068
1545.7800, -72.098
1545.7840, -71.399
1545.7880, -72.184
1545.7920, -72.559
1545.7960, -71.730
1545.8000, -71.718
1545.8040, -71.480
1545.8080, -71.946
1545.8120, -71.742
1545.8160, -71.819
1545.8200, -73.128
1545.8240, -73.304
1545.8280, -72.211
1545.8320, -72.180
1545.8360, -71.901
1545.8400, -70.995
1545.8440, -71.171
1545.8480, -72.772
1545.8520, -72.140
1545.8560, -72.648
1545.8600, -71.363
1545.8640, -73.633
1545.8680, -72.288
1545.8720, -71.622
1545.8760, -71.716
1545.8800, -71.359
1545.8840, -72.386
1545.8880, -71.524
1545.8920, -72.005
1545.8960, -72.240
1545.9000, -71.289
1545.9040, -71.232
1545.9080, -72.373
1545.9120, -71.761
1545.9160, -72.709
1545.9200, -72.365
1545.9240, -71.903
1545.9280, -72.276
1545.9320, -71.920
1545.9360, -71.646
1545.9400, -71.466
1545.9440, -71.512
1545.9480, -72.192
1545.9520, -72.096
1545.9560, -72.635
1545.9600, -71.414
1545.9640, -73.212
1545.9680, -71.096
1545.9720, -72.251
1545.9760, -72.814
1545.9800, -73.099
1545.9840, -71.191
1545.9880, -72.900
1545.9920, -72.413
1545.9960, -71.713
